
Mon May 27 2024 14:29:03 GMT-0700 (Pacific Daylight Time)
===================================================================================
#show processes memory
Processor Pool Total: 1333163004 Used:  327827576 Free: 1005335428
reserve P Pool Total:     102404 Used:         88 Free:     102316
 lsmpi_io Pool Total:    6295128 Used:    6294296 Free:        832
 PID TTY  Allocated      Freed    Holding    Getbufs    Retbufs Process
 488   0        896        448      30408          0          0 LI messaging    
 489   0          0          0      41960          0          0 SEGMENT ROUTING 
 490   0          0          0      41960          0          0 SRMS_PROCESS    
 491   0          0          0      29960          0          0 LS LIB          
 492   0        896        448      54408          0          0 MMON PROCESS    
 493   0      10352          0      40312          0          0 MMA DP TIMER    
 494   0        896        448      54408          0          0 MMON MENG       
 495   0       4496          0      34456          0          0 dcm_cli_engine  
 496   0       9656        600      39288          0          0 dcm_cli_provider
 497   0      28888       4600      54080          0          0 DCM Core Thread 
 498   0      15664       2280     115344          0          0 HTTP CP         
 499   0       7912        448      37424          0          0 VTP Trap Process
 500   0       1704          0      55664          0          0 IP SNMP         
 501   0        448        880     101960          0          0 ASP Process Crea
 502   0   19123592   77972752      29960          0          0 AAA SEND STOP EV
 503   0          0          0      53960          0          0 Test AAA Client 
 504   0     598056      27744     570312          0          0 OSPF-1 Router   
 505   0          0          0      29960          0          0 Syslog Traps    
 506   0        448        448      30032          0          0 DHCP Security He
 507   0      24992       9488      57464          0          0 EEM GED BINOS PR
 508   0          0          0      29960          0          0 NCD Process     
 509   0        512        512      29960          0          0 Inter Chassis Pr
 510   0          0          0      29960          0          0 SPA ENTITY Proce
 511   0        448        448      29960          0          0 dhcp snooping sw
 512   0    4421968     286424    4177504     230434     230402 EEM ED Syslog   
 513   0     400816       9464     433312          0          0 EEM ED Generic  
 514   0      18032       9464      50528          0          0 EEM ED NHRP     
 515   0      18032       9464      50528          0          0 EEM ED Routing  
 516   0        408          0      30368          0          0 Online Diag EEM 
 517   0          0          0      53960          0          0 IKEv2 FlexVPN Pr
 518   0       1824          0      31784          0          0 IKEv2 Cluster Lo
 519   0          0          0      29960          0          0 OSPF-1 Hello    
 520   0        944        448      54456          0          0 AUTO DEPLOY PROC
 521   0          0          0      29960          0          0 NGWC SWC Process
 522   0   20639672   24639616      29960          0          0 SLE DB Util     
 523   0      39064        936      53192          0          0 DCM snmp dp Thre
 524   0       6288        464      35632          0          0 snmp dcm ma shim
 525   0      15448      19248      41200          0          0 Bulkstat-Client 
 526   0    2125888     178568    1977848          0          0 EEM Server      
 527   0      44392      35136      51216          0          0 EEM ED Test     
 528   0      17840       9464      50336          0          0 EEM ED Config   
 529   0      53312      47072      52256          0          0 EEM ED Env      
 530   0      40888       9464      73384          0          0 EEM ED DS       
 531   0      50048      34472      57536          0          0 EEM ED CRASH    
 532   0      46592      37800      50752          0          0 EM ED GOLD      
 533   0          0          0      53960          0          0 FNF background p
 534   0      23896     131848      29960          2          2 PM Callback     
 535   0          0          0      29960          0          0 IOSXE-RP Virtual
 536   0          0          0      29960          0          0 IOXNSE IPC Msg P
 537   0          0          0      29960          0          0 IOXNSE IPC Msg P
 538   0          0          0      29960          0          0 ISSU Utility Pro
 539   0     241024      96560     204000          0          0 Call Home proces
 540   0      51776        144      33720          0          0 Call Home DS    
 541   0       3280          0      33240          0          0 Call Home DSfile
 542   0  114505432  114505432      53960     230460     230460 Syslog          
 543   0      87984      83496     106448          0          0 WSMAN Process   
 544   0          0          0     101960          0          0 PDU DISPATCHER  
 545   0        448        448      29960          0          0 SPAN switch     
 546   0          0          0      29960          0          0 IP SLAs ICMP Jit
 547   0          0          0      29960          0          0 IP SLAs Jitter E
 548   0          0          0      30032          0          0 EWLC QoS templat
 549   0      31592        992      84560          0          0 RBM CORE        
 550   0          0          0      29960          0          0 SGACL LOG CORE  
 551   0      24048       1784      64224          0          0 EEM Policy Direc
 552   0        736          0      54696          0          0 ONEP Dispatch po
 553   0     183560     159840      65680          0          0 EEM ED CLI      
 554   0      17840       9464      50336          0          0 EEM ED Counter  
 555   0      19736       9464      52232          0          0 EEM ED Interface
 556   0      17840       9464      50336          0          0 EEM ED IOSWD    
 557   0     406528     404360      51712          0          0 EEM ED None     
 558   0      42856      34072      50744          0          0 EEM ED OIR      
 559   0      18752      10144      50752          0          0 EEM ED RF       
 560   0      17840       9464      50336          0          0 EEM ED SNMP     
 561   0      17840       9464      50336          0          0 EEM ED SNMP Obje
 562   0      18032       9464      50528          0          0 EEM ED SNMP Noti
 563   0     179784     168560      53184          0          0 EEM ED Timer    
 564   0          0          0     112056          0          0 PnP-Monitor     
 565   0          0          0     101960          0          0 SNMP ENGINE     
 566   0      26632       9464      59128          0          0 EEM ED Nf       
 567   0      26440       9464      58936          0          0 EEM ED Ipsla    
 568   0          0          0      29960          0          0 EPC WS PI suppor
 569   0          0          0      29960          0          0 EPC WS PD suppor
 570   0      17840       9464      50336          0          0 EEM ED RPC      
 571   0       6608        896      35672          0          0 CTS credentials 
 572   0          0          0      30040          0          0 NGWCRP_VPLS_MW  
 573   0      54944       5112     103648          0          0 VLAN Manager    
 574   0          0          0      53960          0          0 mdns Timer Proce
 575   0     167840        448     221352          0          0 MRIB Process    
 576   0          0          0      29960          0          0 MFI LFD Stats Pr
 577   0          0          0      53960          0          0 MFI LFD Timer Pr
 578   0        408          0      30368          0          0 MFI LFD Main Pro
 579   0     504736       2256      38456          0          0 EEM Helper Threa
 580   0        736          0      54696          0          0 ONEP Dispatch po
 581   0       1488          0      55528          0          0 IP SNMPV6       
 582   0          0          0      53960          0          0 SNMP ConfCopyPro
 583   0        736          0      54696          0          0 ONEP Dispatch po
 584   0        736          0      54696          0          0 ONEP Dispatch po
 585   0        736          0      54696          0          0 ONEP Dispatch po
 586   0        736          0      54696          0          0 ONEP Dispatch po
 587   0       3904          0      57864          0          0 ONEP Dispatch XD
 588   0       3152          0      57112          0          0 XOS async sync X
 589   0     206632       1992     216720          4          4 ONEP Network Ele
 590   0          0          0      53960          0          0 SNMP Traps      
 592   0          0          0      29960          0          0 OFSDN IPC       
 593   0          0       4712      53960          3          3 DHCP Client     
 600   0     101768       3152     120544         16         16 MLD             
 604   0          0          0      42040          0          0 Connection Mgr  
 608   0  731266248  731266800      95592          0          0 DiagCard1/-1    
 611   0       3432          0      33392          0          0 EM Action CNS   
                                334160232 Total
